id,xpoints,ypoints,annotationtypeid,annotation,assetcomponentid,assetcomponenttypeid,component_name,component_type_name,filename,label
296407,"1125.49072265625,1980.392822265625,1932.928308245957,1078.026208636582","2478.431396484375,2274.510009765625,2075.5239527106205,2279.4453394293705",3755,tilted,272835,1101,AI-Grading Ring-Twrside_1731229387332,AI-Grading Ring-Twrside,PM-BB-TOWER-0016-C2-T-I(10).JPG,12
293168,"1101.960693359375,1819.60791015625,1837.1889065396756,1119.5416897428006","317.64703369140625,399.9999694824219,246.7941001118508,164.44116432083518",3755,tilted,269596,1101,AI-Grading Ring-Twrside_1730366152922,AI-Grading Ring-Twrside,PM-BB-TOWER-0012-C2-B-I(9).JPG,12
293769,"1054.4661865234375,2779.95654296875,2784.871059303068,1059.3807028577555","2917.194091796875,2973.839111328125,2824.13573737518,2767.49071784393",3348,ok,270197,1040,AI-CC Ring_1730517654367,AI-CC Ring,PM-BB-TOWER-0014-C1-B-I(17).JPG,0
293296,"1942.558349609375,2065.27099609375,2066.4031004250214,1943.6904539406464","1059.8165283203125,1065.97412109375,1043.4127852441266,1037.255192470689",3905,wrong direction,269724,1101,AI-Grading Ring-Twrside_1730377354069,AI-Grading Ring-Twrside,PM-BB-TOWER-0012-C2-T-I(4).JPG,13
166435,"2993.4638671875,3952.069580078125,3950.5844451163366,2991.9787322257116","319.6314392089844,328.34600830078125,491.71138457902276,482.9968154872259",3411,ok,142865,1056,AI-Conductor_1727838863270,AI-Conductor,PM-BB-TOWER-AP1-C1-0-TB(3).JPG,0
265091,"1845.382080078125,2093.45458984375,2061.399588371301,1813.327078605676","1747.5098876953125,1721.243408203125,1418.5014793437051,1444.7679588358926",3453,ok,241519,1069,AI-D-Shackle_1729760149407,AI-D-Shackle,PM-BB-TOWER-0008-C1-T-I-BHOPAL(6).JPG,0
293984,"1919.8411865234375,2913.849853515625,2948.3965410123888,1954.3878740202013","2533.27099609375,2655.820068359375,2375.6081813756646,2253.0591091100396",3755,tilted,270412,1101,AI-Grading Ring-Twrside_1730688119304,AI-Grading Ring-Twrside,PM-BB-TOWER-0014-C1-T-I(2).JPG,12
292385,"1841.5870361328125,1966.510986328125,1964.9204777365308,1839.9965275412183","1012.5590209960938,1006.7557373046875,972.5177736539044,978.3210573453107",3755,tilted,268813,1101,AI-Grading Ring-Twrside_1730214283900,AI-Grading Ring-Twrside,PM-BB-TOWER-0011-C2-B-I(1).JPG,12
293048,"1716.351806640625,2045.899169921875,2056.1467944604933,1726.5994311792433","52.745216369628906,10.18372917175293,89.52958545955663,132.09107265743262",3755,tilted,269476,1101,AI-Grading Ring-Twrside_1730351672612,AI-Grading Ring-Twrside,PM-BB-TOWER-0012-C1-M-I(11).JPG,12
293457,"1803.9215087890625,2125.490234375,2131.9016452735586,1810.3329196876214","117.64704895019531,141.17645263671875,53.553780199923565,30.024376513400128",3755,tilted,269885,1101,AI-Grading Ring-Twrside_1730397889951,AI-Grading Ring-Twrside,PM-BB-TOWER-0013-C1-M-I(10).JPG,12
296232,"1105.8822021484375,2011.7645263671875,2008.8326188062797,1102.9502945875297","2701.960693359375,2690.196044921875,2464.4380675560724,2476.2027159935724",3755,tilted,272660,1101,AI-Grading Ring-Twrside_1731216889552,AI-Grading Ring-Twrside,PM-BB-TOWER-0016-C1-T-I(9).JPG,12
243146,"2262.275390625,2476.610107421875,2459.5949981910426,2245.2602813941676","1332.4327392578125,1398.6243896484375,1453.7208949740527,1387.5292445834277",3485,bend/deformed,219575,1075,AI-Dead End Joints for Earth wire_1729577374488,AI-Dead End Joints for Earth wire,PM-BB-TOWER-0007-C1-0-EP(3).JPG,9
293375,"1458.82373046875,1941.1766357421875,1955.6928753197246,1473.3399700462871","450.9803771972656,509.80389404296875,390.7707129389433,331.94719609324017",3755,tilted,269803,1101,AI-Grading Ring-Twrside_1730394368947,AI-Grading Ring-Twrside,PM-BB-TOWER-0013-C1-B-I(13).JPG,12
266886,"1862.5595703125,2086.7420654296875,2111.7208355588878,1887.5383404417003","2408.16259765625,2237.4189453125,2270.215496959697,2440.959149303447",3540,ok,243314,1090,AI-Armour Rod for Sus. Fitting_1730109509289,AI-Armour Rod for Sus. Fitting,PM-BB-TOWER-0009-C1-M-I(11).JPG,0
266125,"937.2548828125,1874.509765625,1897.4776050824985,960.2227222699986","2196.078369140625,2341.17626953125,2192.8163027692153,2047.7184023785903",3755,tilted,242553,1101,AI-Grading Ring-Twrside_1729913427155,AI-Grading Ring-Twrside,PM-BB-TOWER-0009-C2-M-I(3).JPG,12
166914,"1401.480224609375,2473.15380859375,2477.4855198542214,1405.8119358698464","628.7803955078125,588.8553466796875,705.1277287443696,745.0527775724946",3704,wrongly placed,143344,1034,AI-Bird Guard -Cleat_1728033699450,AI-Bird Guard -Cleat,PM-BB-TOWER-0004-C1-B-I(8).JPG,6
297233,"486.2745666503906,486.2745666503906,1076.470458984375,1076.470458984375","1133.3333740234375,1654.90185546875,1654.90185546875,1133.3333740234375",3453,ok,273661,1069,AI-D-Shackle_1731408608706,AI-D-Shackle,PM-BB-TOWER-0018-C1-M-I-BHOPAL(1).JPG,0
265830,"2616.53955078125,2590.361083984375,2591.6641321580273,2617.8425989549023","1764.0836181640625,1765.7725830078125,1785.9694529870253,1784.2804881432753",3425,ok,242258,1061,AI-Step Bolts_1729854225367,AI-Step Bolts,PM-BB-TOWER-0009-C1-M-I(5).JPG,0
265519,"1560.3837890625,1617.072998046875,1628.8405040226894,1572.1512950383144","646.365478515625,633.6593017578125,686.1605866213071,698.8667633791196",3894,bolt missing,241947,1107,ai-dummy hole_1729840604239,ai-dummy hole,PM-BB-TOWER-0009-C1-B-I(5).JPG,14
266158,"901.960693359375,1808.27880859375,1820.1576845233005,913.8395692889256","549.0195922851562,631.8082885742188,501.76589237579407,418.97719608673157",3756,tilted,242586,1103,AI-Grading Ring-lineside_1729915811000,AI-Grading Ring-lineside,PM-BB-TOWER-0009-C2-T-I(3).JPG,12
168406,"211.76414489746094,470.587646484375,477.06352886140866,218.2400272744946","2439.21533203125,2431.372314453125,2645.079670836424,2652.922688414549",3425,ok,144836,1061,AI-Step Bolts_1728376872263,AI-Step Bolts,PM-BB-TOWER-0005-C1-T-I(16).JPG,0
266091,"1450.773681640625,2468.1630859375,2501.658900088365,1484.2694957914898","2526.40087890625,2682.2490234375,2463.5856154907083,2307.7374709594583",3755,tilted,242519,1101,AI-Grading Ring-Twrside_1729912034030,AI-Grading Ring-Twrside,PM-BB-TOWER-0009-C2-M-I(11).JPG,12
266250,"1810.7330322265625,2126.90380859375,2131.3101784231626,1815.139402055975","169.49301147460938,193.81385803222656,136.53109171791056,112.21024516029338",3758,tilted,242678,1036,AI-Grading Ring _1729924006855,AI-Grading Ring ,PM-BB-TOWER-0010-C1-B-I(11).JPG,12
298424,"1535.550048828125,1860.84130859375,1862.9327812578672,1537.6415214922422","192.4140167236328,199.7102813720703,106.46561297565387,99.16934832721637",3755,tilted,274852,1101,AI-Grading Ring-Twrside_1731564516515,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C1-T-I(2).JPG,12
295471,"2481.710693359375,2643.38525390625,2666.525388944482,2504.850828397607","1171.2252197265625,1236.2720947265625,1178.757092456253,1113.710217456253",3340,ok,271899,1039,AI-Arcing Horn_1731051181010,AI-Arcing Horn,DJI_20240112164437_0144_V.JPG,0
298391,"1910.6622314453125,2033.2393798828125,2031.2810618756316,1908.7039134381316","1111.48828125,1102.7327880859375,1075.316281379116,1084.0717745431784",3755,tilted,274819,1101,AI-Grading Ring-Twrside_1731563696385,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C1-M-I(3).JPG,12
166479,"649.2374877929688,1355.1199951171875,1316.6960144917168,610.813507167498","1171.0240478515625,1232.0262451171875,1676.6465539100373,1615.6443566444123",3453,ok,142909,1069,AI-D-Shackle_1727846753547,AI-D-Shackle,PM-BB-TOWER-AP1-C1-B-I(4).JPG,0
166423,"503.1077880859375,781.8245239257812,789.1339730144327,510.41723717458905","2429.017822265625,2407.129150390625,2500.203129589122,2522.091801464122",3645,bush found,142853,1019,AI-Chimney  Normal_1727836440099,AI-Chimney  Normal,PM-BB-TOWER-AP1-C1-0-TB(5).JPG,3
168507,"1058.823486328125,3113.725341796875,3092.716960528178,1037.8151050594277","2243.13720703125,2345.097900390625,2768.4979404166534,2666.5372470572784",3324,loose,144937,1036,AI-Grading Ring _1728385970894,AI-Grading Ring ,PM-BB-TOWER-0005-C2-B-I(6).JPG,4
293940,"1890.1954345703125,2176.469970703125,2208.0711636237525,1921.79662749094","2807.84375,2831.373046875,2446.889953620811,2423.360656745811",3684,ok,270368,1183,Ai-Suspension clamp_1730685439779,Ai-Suspension clamp,PM-BB-TOWER-0014-C1-T-I(3).JPG,0
296285,"2074.509765625,2992.15673828125,2934.7575832358457,2017.1106105795957","2639.215576171875,2250.980224609375,2115.309527315951,2503.544878878451",3755,tilted,272713,1101,AI-Grading Ring-Twrside_1731218965977,AI-Grading Ring-Twrside,PM-BB-TOWER-0016-C2-B-I(6).JPG,12
122693,"2020.1964111328125,2156.665283203125,2159.8915930775356,2023.422721007223","2.3327646255493164,0,188.74208940236701,191.07485402791633",3340,ok,99145,1039,AI-Arcing Horn_1719312619694,AI-Arcing Horn,PM-BB-TOWER-0001-C2-B-I-SS(2).JPG,0
265906,"2339.497802734375,2385.0263671875,1831.7980356695984,1786.2694712164734","2052.193115234375,2959.26318359375,2987.03137111025,2079.961302750875",3331,ok,242334,1037,AI-Insulator Long Rod_1729856883469,AI-Insulator Long Rod,PM-BB-TOWER-0009-C1-T-I(1).JPG,0
293580,"1969.6019287109375,2101.287109375,2094.5584041380907,1962.8732234740285","1075.6551513671875,1049.5291748046875,1015.6138582752601,1041.73983483776",3755,tilted,270008,1101,AI-Grading Ring-Twrside_1730438977733,AI-Grading Ring-Twrside,PM-BB-TOWER-0013-C2-B-I(4).JPG,12
173744,"524.9854736328125,881.2857666015625,889.0684585669319,532.7681655981819","2447.103271484375,2409.40576171875,2482.9643454179636,2520.6618551835886",3481,ok,150173,1074,AI-Dead End Joints for Conductor_1728993060368,AI-Dead End Joints for Conductor,PM-BB-TOWER-0007-C1-B-I-SS(5).JPG,0
166637,"521.3598022460938,788.017333984375,780.072914026789,513.4153822885078","1985.607177734375,2000.7366943359375,2140.756991928488,2125.6274753269254",3645,bush found,143067,1019,AI-Chimney  Normal_1727956134067,AI-Chimney  Normal,DJI_20240111150546_0023_V.JPG(1).JPG,3
266325,"1285.403076171875,2549.019287109375,2549.019287109375,1285.403076171875","2772.32421875,2772.32421875,2499.9931640625,2499.9931640625",3755,tilted,242753,1101,AI-Grading Ring-Twrside_1729936999196,AI-Grading Ring-Twrside,PM-BB-TOWER-0010-C1-M-I(4).JPG,12
296194,"1807.69091796875,1976.585693359375,1966.2172434964723,1797.3224681058473","2413.812744140625,2348.3662109375,2321.608842364457,2387.055375567582",3540,ok,272622,1090,AI-Armour Rod for Sus. Fitting_1731215164357,AI-Armour Rod for Sus. Fitting,PM-BB-TOWER-0016-C1-M-I(5).JPG,0
294014,"1768.6270751953125,1764.7056884765625,1447.0686283562623,1450.9900150750123","1580.3919677734375,2282.352783203125,2280.5783568796614,1578.6175414499737",3340,ok,270442,1039,AI-Arcing Horn_1730689128983,AI-Arcing Horn,PM-BB-TOWER-0014-C2-B-I(8).JPG,0
297289,"2109.2958984375,2097.94873046875,1756.661383485898,1768.008551454648","873.7106323242188,1198.9951171875,1187.0897081316357,861.8052232683544",3457,degraded,273717,1069,AI-D-Shackle_1731413283435,AI-D-Shackle,PM-BB-TOWER-0018-C1-T-I-BHOPAL(5).JPG,19
172683,"902.278564453125,1279.125,1283.1329669051056,906.2865313582306","1567.9705810546875,1514.7686767578125,1543.158413214438,1596.360317511313",3566,ok,149112,1104,Ai-CC Ring Bracket_1728877693397,Ai-CC Ring Bracket,PM-BB-TOWER-0007-C1-B-I-SS(1).JPG,0
298897,"1873.003662109375,1982.22802734375,1980.2161188294276,1870.9917535950526","1120.3623046875,1104.235107421875,1090.6090925125825,1106.7362897782075",3563,ok,275325,1101,AI-Grading Ring-Twrside_1731578686603,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C2-T-I(16).JPG,0
175147,"1141.6121826171875,2352.94091796875,2388.536967153599,1177.2082318020364","1704.1392822265625,1630.0653076171875,2212.166072021666,2286.240046631041",3759,ok,151576,1220,Ai-counter weight_1729502481727,Ai-counter weight,PM-BB-TOWER-0007-C1-B-I-SS(9).JPG,0
296679,"2662.744873046875,3349.01953125,3323.251356198225,2636.9766979951","2435.2939453125,2329.41162109375,2162.3955902627654,2268.2779144815154",3540,ok,273107,1090,AI-Armour Rod for Sus. Fitting_1731289783097,AI-Armour Rod for Sus. Fitting,PM-BB-TOWER-0017-C2-T-I(2).JPG,0
292358,"1545.0980224609375,2494.117431640625,2516.811092885835,1567.7916837061478","2356.862548828125,2443.136962890625,2193.506464427298,2107.232050364798",3755,tilted,268786,1101,AI-Grading Ring-Twrside_1730213249098,AI-Grading Ring-Twrside,PM-BB-TOWER-0011-C2-B-I(6).JPG,12
295564,"1619.60791015625,2392.15673828125,2391.181631763277,1618.6328036382768","666.6665649414062,658.823486328125,562.774799976625,570.6178785899062",3756,tilted,271992,1103,AI-Grading Ring-lineside_1731074854301,AI-Grading Ring-lineside,DJI_20240112164603_0155_V.JPG,12
292104,"2088.33544921875,2080.77099609375,2017.5399700435999,2025.1044231685999","1081.5618896484375,2091.45654296875,2090.982921159753,1081.0882678394405",3331,ok,268532,1037,AI-Insulator Long Rod_1730181458946,AI-Insulator Long Rod,PM-BB-TOWER-0011-C1-B-I(12).JPG,0
298820,"1725.4901123046875,1864.923828125,1656.2255840380592,1516.7918682177467","35.26585006713867,2789.07861328125,2799.6456249702555,45.83286175614441",3331,ok,275248,1037,AI-Insulator Long Rod_1731577192863,AI-Insulator Long Rod,PM-BB-TOWER-0019-C2-T-I(13).JPG,0
292630,"2027.309814453125,2153.09423828125,2139.383425767499,2013.5990019393737","918.5292358398438,949.310302734375,1005.3384663508888,974.5573994563575",3340,ok,269058,1039,AI-Arcing Horn_1730267209725,AI-Arcing Horn,PM-BB-TOWER-0012-C1-B-I(12).JPG,0
293331,"1007.8430786132812,2107.8427734375,2280.2718376847906,1180.2721428605719","1192.1568603515625,970.588134765625,1826.629155668998,2048.1978812549355",3645,bush found,269759,1019,AI-Chimney  Normal_1730379232993,AI-Chimney  Normal,PM-BB-TOWER-0012-C2-0-TB(12).JPG,3
166553,"282.3529052734375,2588.235107421875,2609.9267407630364,304.0445386145989","1599.9998779296875,1286.2745361328125,1445.7081061798842,1759.4334479767592",3566,ok,142983,1104,Ai-CC Ring Bracket_1727868948941,Ai-CC Ring Bracket,PM-BB-TOWER-0002-C1-T-I(3).JPG,0
297721,"1627.450927734375,2541.17626953125,2548.4009430269884,1634.6756012301134","1501.960693359375,1564.7056884765625,1459.4962252048663,1396.7512300876788",3376,bend/deformed,274149,1047,AI-MSCJ for Earth wire_1731483369077,AI-MSCJ for Earth wire,PM-BB-TOWER-0018-C1-T-MJ(2).JPG,9
298599,"2032.0152587890625,2156.6337890625,2175.5699861546655,2050.951455881228","920.3933715820312,980.8699951171875,941.8499422000132,881.3733186648569",3340,ok,275027,1039,AI-Arcing Horn_1731572699631,AI-Arcing Horn,PM-BB-TOWER-0019-C2-B-I(11).JPG,0
294918,"2070.588134765625,2717.646728515625,2733.8529921491354,2086.7943983991354","325.490234375,388.2352600097656,221.10803278251592,158.3630071477503",3563,ok,271346,1101,AI-Grading Ring-Twrside_1730955575837,AI-Grading Ring-Twrside,PM-BB-TOWER-0014-C2-T-I(2).JPG,0
298780,"2010.3929443359375,2024.0733642578125,1891.414243665321,1877.733823743446","215.8672332763672,673.3421020507812,677.3091669106147,219.83429813620072",3331,ok,275208,1037,AI-Insulator Long Rod_1731576527074,AI-Insulator Long Rod,PM-BB-TOWER-0019-C2-M-I(7).JPG,0
166737,"995,3103,3103,995","2072,2072,2385,2385",3659,loose,143167,1156,Ai-gring_1727969297875,Ai-gring,PM-BB-TOWER-0003-C1-B-I(1).JPG,4
265056,"3098.2802734375,2940.385498046875,3467.0639258560986,3624.9587012467236","33.40956497192383,985.2069702148438,1072.5782654126917,120.78086016977178",3448,ok,241484,1068,AI-Yoke Plate_1729757890062,AI-Yoke Plate,PM-BB-TOWER-0008-C1-T-I-BHOPAL(1).JPG,0
295720,"1588.2354736328125,2133.333251953125,2099.292167420227,1554.1943890999144","2964.705810546875,2941.17626953125,2152.562520619846,2176.092061635471",3666,ok,272148,1167,Ai-pilot insulator_1731123602196,Ai-pilot insulator,DJI_20240112163851_0107_V.JPG,0
295605,"2298.0390625,2270.587890625,1910.1347278504795,1937.5858997254795","27.45109748840332,933.3333740234375,922.4104737962047,16.528197261170497",3331,ok,272033,1037,AI-Insulator Long Rod_1731077120491,AI-Insulator Long Rod,DJI_20240112164813_0173_V.JPG,0
292704,"1166.1326904296875,2103.32177734375,2103.32177734375,1166.1326904296875","2586.643310546875,2586.643310546875,2358.64990234375,2358.64990234375",3755,tilted,269132,1101,AI-Grading Ring-Twrside_1730273328250,AI-Grading Ring-Twrside,PM-BB-TOWER-0012-C1-M-I(2).JPG,12
297114,"211.449951171875,254.6193389892578,383.35313315189245,340.18374533450964","912.4339599609375,1210.97216796875,1192.3569323428146,893.8187243350022",3565,ok,273542,1103,AI-Grading Ring-lineside_1731393574937,AI-Grading Ring-lineside,PM-BB-TOWER-0018-C1-B-I-BHOPAL(5).JPG,0
293068,"1337.690673828125,1934.640380859375,1887.3001779405058,1290.3504709092558","2959.476806640625,2815.68603515625,2619.152419184312,2762.943190668687",3755,tilted,269496,1101,AI-Grading Ring-Twrside_1730353601931,AI-Grading Ring-Twrside,PM-BB-TOWER-0012-C1-T-I(10).JPG,12
298004,"2657.5615234375,2681.88232421875,2713.1956565160262,2688.8748557347762","1219.657470703125,1382.3031005859375,1377.6207410466873,1214.9751111638748",3563,ok,274432,1101,AI-Grading Ring-Twrside_1731492560948,AI-Grading Ring-Twrside,PM-BB-TOWER-0018-C2-T-I-BHOPAL(2).JPG,0
298014,"219.60787963867188,325.490234375,263.31044835329635,157.42809361696823","1321.568603515625,1764.7056884765625,1779.5628114401243,1336.4257264791868",3756,tilted,274442,1103,AI-Grading Ring-lineside_1731492734043,AI-Grading Ring-lineside,PM-BB-TOWER-0018-C2-T-I-BHOPAL(4).JPG,12
265523,"1357.8944091796875,1415.04833984375,1423.2552202893569,1366.1012896252944","765.4929809570312,775.2213745117188,727.0062737019394,717.277880147252",3894,bolt missing,241951,1107,ai-dummy hole_1729840727546,ai-dummy hole,PM-BB-TOWER-0009-C1-B-I(5).JPG,14
263478,"1459.6951904296875,1603.4859619140625,1590.4216889434397,1446.6309174590647","2873.088134765625,2894.875,2981.0976790830114,2959.3108138486364",3425,ok,239906,1061,AI-Step Bolts_1729662473521,AI-Step Bolts,PM-BB-TOWER-0008-C1-0-EP(1).JPG,0
292388,"1793.8909912109375,2165.037109375,2170.475220003659,1799.329101839597","2041.9058837890625,2023.327392578125,2131.9655821414103,2150.544073352348",3348,ok,268816,1040,AI-CC Ring_1730214411060,AI-CC Ring,PM-BB-TOWER-0011-C2-B-I(1).JPG,0
292607,"1475.38232421875,1587.0150146484375,1588.6081790854573,1476.9754886557698","1972.408447265625,1973.7218017578125,1838.3057861585494,1836.9924316663619",3684,ok,269035,1183,Ai-Suspension clamp_1730266682687,Ai-Suspension clamp,PM-BB-TOWER-0012-C1-B-I(9).JPG,0
298445,"1996.76611328125,2134.665283203125,2132.2335361692158,1994.334366247341","1104.2926025390625,1093.12939453125,1063.0900100459517,1074.2532180537642",3755,tilted,274873,1101,AI-Grading Ring-Twrside_1731565051498,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C1-T-I(9).JPG,12
293333,"1794.42626953125,2006.309326171875,2020.0971347371403,1808.2140780965153","2677.72021484375,2649.70263671875,2753.972999065931,2781.990577190931",3645,bush found,269761,1019,AI-Chimney  Normal_1730379289629,AI-Chimney  Normal,PM-BB-TOWER-0012-C2-0-TB(5).JPG,3
266125,"937.2548828125,1874.509765625,1897.4776050824985,960.2227222699986","2196.078369140625,2341.17626953125,2192.8163027692153,2047.7184023785903",3755,tilted,242553,1101,AI-Grading Ring-Twrside_1729913427155,AI-Grading Ring-Twrside,PM-BB-TOWER-0009-C2-M-I(3).JPG,12
266197,"131.37257385253906,1288.235107421875,1256.9393970771098,100.07686350777377","2284.313720703125,2152.94091796875,1877.352409497172,2008.725212231547",3371,wrongly placed,242625,1045,AI-VD for EW_1729921866991,AI-VD for EW,PM-BB-TOWER-0010-C1-0-EP(3).JPG,6
166781,"2066,3025,3025,2066","1966,1966,2137,2137",3659,loose,143211,1156,Ai-gring_1728016867026,Ai-gring,DJI_20240111152529_0160_V.JPG(1).JPG,4
298106,"1847.0587158203125,2074.509765625,2332.76738147899,2105.3163316743025","1047.0588989257812,1450.9803466796875,1305.5536401438305,901.6321923899244",3756,tilted,274534,1103,AI-Grading Ring-lineside_1731494212125,AI-Grading Ring-lineside,PM-BB-TOWER-0018-C2-M-JC(2).JPG,12
172616,"1406.9066162109375,1461.7021484375,1442.6678453089023,1387.8723130823398","439.6872863769531,470.4753723144531,504.3519430311425,473.5638570936425",3323,ok,149045,1036,AI-Grading Ring _1728872247002,AI-Grading Ring ,PM-BB-TOWER-0007-C1-0-TB(8).JPG,0
292470,"1836.15576171875,2171.96044921875,2146.686958569767,1810.8822710697666","332.5269470214844,262.21173095703125,141.51301019029665,211.82822625474978",3755,tilted,268898,1101,AI-Grading Ring-Twrside_1730220691020,AI-Grading Ring-Twrside,PM-BB-TOWER-0011-C2-T-I(10).JPG,12
295469,"2993.114501953125,3128.09521484375,3091.0433662309033,2956.0626533402783","1648.2117919921875,1527.8236083984375,1486.2806197895684,1606.6688033833184",3340,ok,271897,1039,AI-Arcing Horn_1731051091987,AI-Arcing Horn,DJI_20240112164437_0144_V.JPG,0
264794,"1670.9957275390625,2167.322998046875,2161.95009546081,1665.6228249529977","77.81464004516602,101.34501266479492,214.67590284463532,191.1455302250064",3563,ok,241222,1101,AI-Grading Ring-Twrside_1729744904365,AI-Grading Ring-Twrside,PM-BB-TOWER-0008-C1-T-I-BHOPAL(15).JPG,0
266091,"1450.773681640625,2468.1630859375,2501.658900088365,1484.2694957914898","2526.40087890625,2682.2490234375,2463.5856154907083,2307.7374709594583",3755,tilted,242519,1101,AI-Grading Ring-Twrside_1729912034030,AI-Grading Ring-Twrside,PM-BB-TOWER-0009-C2-M-I(11).JPG,12
265782,"1833.283447265625,1965.0213623046875,1971.4768257003602,1839.7389106612977","1007.2783813476562,1030.0792236328125,992.7810713224244,969.9802290372681",3755,tilted,242210,1101,AI-Grading Ring-Twrside_1729852281550,AI-Grading Ring-Twrside,PM-BB-TOWER-0009-C1-M-I(11).JPG,12
294091,"1815.6861572265625,1841.17626953125,1483.083963108096,1457.5938508034085","35.29411315917969,347.05877685546875,376.33667191243643,64.57200821614734",3331,ok,270519,1037,AI-Insulator Long Rod_1730693741361,AI-Insulator Long Rod,PM-BB-TOWER-0014-C2-M-I(4).JPG,0
296874,"2307.432373046875,2296.62158203125,2435.7755671441914,2446.5863581598164","1759.45947265625,2970.270263671875,2971.5127077128514,1760.7019166972266",3331,ok,273302,1037,AI-Insulator Long Rod_1731317669901,AI-Insulator Long Rod,PM-BB-TOWER-0017-C2-M-I(4).JPG,0
298486,"1907.259033203125,2033.5574951171875,2029.6524672795247,1903.3540053654622","1035.833740234375,1018.576416015625,989.9973035543454,1007.2546277730954",3755,tilted,274914,1101,AI-Grading Ring-Twrside_1731565963477,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C1-T-I(13).JPG,12
298695,"1998.157470703125,2138.38232421875,2132.411583612596,1992.1867300969711","1087.1746826171875,1063.99365234375,1027.8759208623717,1051.0569511358092",3755,tilted,275123,1101,AI-Grading Ring-Twrside_1731574377002,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C2-B-I(15).JPG,12
266479,"1579.8311767578125,2175.32861328125,2192.160986274093,1596.6635497506554","2735.47265625,2659.219970703125,2790.672848670058,2866.925534216933",3755,tilted,242907,1101,AI-Grading Ring-Twrside_1729946543717,AI-Grading Ring-Twrside,PM-BB-TOWER-0010-C2-M-I(15).JPG,12
298852,"2009.68408203125,2931.252685546875,2952.826984503544,2031.2583809879186","2279.05126953125,2365.652587890625,2136.069517586552,2049.468199227177",3755,tilted,275280,1101,AI-Grading Ring-Twrside_1731577604572,AI-Grading Ring-Twrside,PM-BB-TOWER-0019-C2-T-I(3).JPG,12
293335,"382.2248229980469,502.14007568359375,502.14007568359375,382.2248229980469","2218.423828125,2218.423828125,2293.15966796875,2293.15966796875",3645,bush found,269763,1019,AI-Chimney  Normal_1730379338745,AI-Chimney  Normal,PM-BB-TOWER-0012-C2-0-TB(5).JPG,3
294835,"2052.293212890625,2109.295166015625,2107.6276870415054,2050.6257339165054","2525.43212890625,2523.848876953125,2463.8144913128044,2465.3977432659294",3684,ok,271263,1183,Ai-Suspension clamp_1730952897994,Ai-Suspension clamp,PM-BB-TOWER-0013-C2-M-I(8).JPG,0
293287,"1424.01123046875,2453.6583251953125,2409.8189782661725,1380.17188353961","2409.630126953125,2187.240478515625,1984.2676489912117,2206.6572974287114",3905,wrong direction,269715,1101,AI-Grading Ring-Twrside_1730377023111,AI-Grading Ring-Twrside,PM-BB-TOWER-0012-C2-T-I(7).JPG,13
293609,"1328.7158203125,2238.83984375,2266.837871354302,1356.713847916802","1711.3428955078125,1775.1246337890625,1375.6109451031532,1311.8292068219032",3448,ok,270037,1068,AI-Yoke Plate_1730439896221,AI-Yoke Plate,PM-BB-TOWER-0013-C2-B-I(8).JPG,0
169182,"1433.2244873046875,2114.052490234375,2121.7591367668156,1440.931133837128","965.5773315429688,927.450927734375,1065.0694871533967,1103.1958909619905",3643,rusted,145611,1147,ai-bolts_1728529729961,ai-bolts,PM-BB-TOWER-0006-C1-0-EP(1).JPG,8
167327,"3202.614013671875,3559.91259765625,3581.675633454464,3224.377049470089","2420.219970703125,2381.00439453125,2579.2904490271153,2618.5060251989903",3645,bush found,143757,1019,AI-Chimney  Normal_1728121609751,AI-Chimney  Normal,PM-BB-TOWER-0004-C2-0-TB(2).JPG,3
265953,"1995.119140625,2128.09326171875,2135.7685667301457,2002.7944456363957","994.8825073242188,1019.50732421875,978.0606429139457,953.4358260194144",3755,tilted,242381,1101,AI-Grading Ring-Twrside_1729858149651,AI-Grading Ring-Twrside,PM-BB-TOWER-0009-C1-T-I(10).JPG,12
266241,"511.5987548828125,612.834228515625,611.4794744637485,510.24400083093605","2271.584716796875,2274.32080078125,2324.4468820276247,2321.7107980432497",3645,bush found,242669,1019,AI-Chimney  Normal_1729923702653,AI-Chimney  Normal,PM-BB-TOWER-0010-C1-0-TB(4).JPG,3
292341,"1871.7388916015625,1488.347900390625,1495.1017759562737,1878.4927671672112","2539.1259765625,2596.550048828125,2641.6422017435743,2584.2181294779493",3540,ok,268769,1090,AI-Armour Rod for Sus. Fitting_1730203698070,AI-Armour Rod for Sus. Fitting,PM-BB-TOWER-0011-C2-B-I(11).JPG,0
292563,"2505.882080078125,2498.0390625,2117.4125369099575,2125.2555544880825","66.66671752929688,549.0195922851562,542.8306366737394,60.477761917879974",3331,ok,268991,1037,AI-Insulator Long Rod_1730264399515,AI-Insulator Long Rod,PM-BB-TOWER-0012-C1-B-I(1).JPG,0
