xpoints,ypoints,filename
"1007.8430786132812,2107.8427734375,2280.2718376847906,1180.2721428605719","1192.1568603515625,970.588134765625,1826.629155668998,2048.1978812549355",PM-BB-TOWER-0012-C2-0-TB(12).JPG
"2074.509765625,2992.15673828125,2934.7575832358457,2017.1106105795957","2639.215576171875,2250.980224609375,2115.309527315951,2503.544878878451",PM-BB-TOWER-0016-C2-B-I(6).JPG
"2168.62744140625,2564.70556640625,2542.347761542436,2146.269636542436","1835.2943115234375,1843.1373291015625,2972.2228298499213,2964.3798122717963",PM-BB-TOWER-0004-C1-B-I(6).JPG
"470.58819580078125,3513.725341796875,3503.891316245593,460.75417024949917","15.68630313873291,86.27452850341797,510.23034117856133,439.6421158138763",PM-BB-TOWER-0007-C1-B-I-SS(15).JPG
"1320.2613525390625,2385.62060546875,2394.7505733127587,1329.3913203830714","2708.495361328125,2747.711181640625,2499.681288499134,2460.465468186634",PM-BB-TOWER-0016-C1-B-I(13).JPG
"1730.785400390625,1987.0413818359375,1589.5726910666276,1333.316709621315","449.61590576171875,1305.3786315917969,1424.3996246457725,568.6368988156943",PM-BB-TOWER-0008-C2-B-I-BHOPAL(7).JPG
"1515.257080078125,1856.17431640625,1890.1803756445506,1549.2631393164256","106.16048812866211,0,109.20495881557578,215.36544694423787",PM-BB-TOWER-0012-C2-M-I(9).JPG
"255.44744873046875,264.5677795410156,159.01111783399463,149.89078702344776","1268.884521484375,1378.3282470703125,1387.1246551683635,1277.680929582426",DJI_20240112162651_0042_V.JPG
"3171.5966796875,3483.86962890625,3487.259427186064,3174.986477967314","2471.157958984375,2463.8955078125,2609.651022175676,2616.913473347551",PM-BB-TOWER-AP1-C1-0-TB(10).JPG
"1978.5328369140625,2117.026611328125,2115.370740595677,1976.8769661816145","1010.6563110351562,1003.9005126953125,969.9551851200362,976.7109834598799",PM-BB-TOWER-0009-C1-M-I(11).JPG
"3540.269775390625,3804.029296875,3796.75503419673,3532.995512712355","670.6690673828125,722.1076049804688,759.4075775842709,707.9690399866147",PM-BB-TOWER-0008-C1-T-I-BHOPAL(15).JPG
"2013.07177734375,3058.8232421875,3053.054291615261,2007.3028267715108","2633.81787109375,2614.2099609375,2306.533698477302,2326.141608633552",PM-BB-TOWER-0019-C1-T-I(1).JPG
"1897.697509765625,1936.0029296875,2054.4065781568206,2016.1011582349458","860.2437133789062,1093.35888671875,1073.902832400538,840.7876590606943",PM-BB-TOWER-0019-C2-0-EP(2).JPG
"2121.81982421875,2295.809326171875,2296.8638254056605,2122.8743234525355","1207.2921142578125,1204.7706298828125,1277.5340379433221,1280.0555223183221",PM-BB-TOWER-0007-C1-B-I-SS(4).JPG
"1816.9932861328125,2257.080810546875,2275.2949343386995,1835.207409924637","2823.6748046875,2767.0302734375,2908.5409978097728,2965.1855290597728",PM-BB-TOWER-0006-C1-0-TB(6).JPG
"1496.0211181640625,2640.165283203125,2612.5644620937273,1468.4202970546648","1590.990966796875,1627.0269775390625,2503.3536788638094,2467.317668121622",PM-BB-TOWER-0008-C1-B-I-SS(11).JPG
"981.3182983398438,1002.33154296875,963.8507509528667,942.8375063239605","1305.642578125,1460.614990234375,1465.8327337355418,1310.8603216261668",DJI_20240112162306_0016_V.JPG
"1858.7490234375,2248.5439453125,2258.171222589103,1868.376300714103","2163.854736328125,2139.689453125,2294.980982810741,2319.146266013866",PM-BB-TOWER-0011-C1-T-I(6).JPG
"956.86279296875,1839.215576171875,1828.5555173868686,946.2027341837437","2439.215576171875,2392.15673828125,2192.280732844807,2239.339570735432",PM-BB-TOWER-0011-C1-B-I(7).JPG
"2009.68408203125,2931.252685546875,2952.826984503544,2031.2583809879186","2279.05126953125,2365.652587890625,2136.069517586552,2049.468199227177",PM-BB-TOWER-0019-C2-T-I(3).JPG
"1278.431640625,1709.80419921875,1709.80419921875,1278.431640625","2976.47021484375,2976.47021484375,2374.509521484375,2374.509521484375",PM-BB-TOWER-0014-C2-T-I(5).JPG
"1898.1361083984375,2006.4854736328125,2006.1551487118436,1897.8057834774686","857.385986328125,856.2915649414062,823.5889003714213,824.6833217581401",PM-BB-TOWER-0014-C2-M-I(13).JPG
"783.1080322265625,1810.13525390625,1741.4410271133488,714.4138054336613","2154.05419921875,2467.567626953125,2692.600543081751,2379.087115347376",PM-BB-TOWER-0011-C2-T-I(14).JPG
"1750.786865234375,2086.661865234375,2072.901658918122,1737.0266589181217","1707.3641357421875,1698.286376953125,1189.1618888647113,1198.2396476537738",PM-BB-TOWER-0010-C2-B-I(8).JPG
"1682.352783203125,1894.117431640625,1938.4185131931133,1726.6538647556133","749.01953125,721.568603515625,1063.3203669220022,1090.7712946563772",PM-BB-TOWER-0002-C1-T-I(11).JPG
"1897.697509765625,1936.0029296875,2054.4065781568206,2016.1011582349458","860.2437133789062,1093.35888671875,1073.902832400538,840.7876590606943",PM-BB-TOWER-0019-C2-0-EP(2).JPG
"1776.470458984375,2027.450927734375,2011.9523680505397,1760.9718993005397","1333.3333740234375,1341.1763916015625,1837.1380206112976,1829.2950030331726",PM-BB-TOWER-0006-C1-B-I(16).JPG
"3969.603759765625,3972.263671875,3904.1517126120075,3901.4918005026325","1166.3043212890625,1359.7308349609375,1360.6674791768603,1167.2409655049853",PM-BB-TOWER-0018-C2-T-I-BHOPAL(2).JPG
"1936.30224609375,2000.75244140625,1997.002325878083,1932.552130565583","1512.526123046875,1517.3902587890625,1567.0795954041043,1562.2154596619168",PM-BB-TOWER-0006-C1-0-TB(6).JPG
"1934.3841552734375,2202.176513671875,2198.9498640422134,1931.157505643776","150.91688537597656,139.56971740722656,63.42101524364347,74.76818321239347",PM-BB-TOWER-0013-C1-B-I(12).JPG
"1317.292724609375,1700.7838134765625,1684.536431515557,1301.0453426483696","2983.53955078125,2978.286376953125,1792.198422637134,1797.451596465259",PM-BB-TOWER-0009-C1-B-I(5).JPG
"1862.7449951171875,2364.70556640625,2407.863725409938,1905.9031541208758","807.8431396484375,760.7843017578125,1221.1376619412213,1268.1964998318463",PM-BB-TOWER-0002-C1-B-I(9).JPG
"2050.980224609375,2874.509521484375,2862.635139573237,2039.1058426982374","2474.509765625,2403.92138671875,2265.3872322640636,2335.9756111703136",PM-BB-TOWER-0012-C1-M-I(10).JPG
"2349.01953125,1552.9410400390625,1887.1005129931377,2683.179004204075","1294.1175537109375,1839.215576171875,2327.232699866697,1782.1346774057597",PM-BB-TOWER-0018-C1-0-TB(1).JPG
"2858.387939453125,3276.6884765625,3383.495281832838,2965.194744723463","2738.343994140625,2215.468017578125,2300.91341192429,2823.78938848679",PM-BB-TOWER-0007-C1-B-I-SS(5).JPG
"267.8771667480469,468.1592712402344,468.90690431283537,268.62479982064787","1593.2579345703125,1593.8050537109375,1320.121473572552,1319.574354431927",PM-BB-TOWER-0008-C1-B-I-SS(4).JPG
"1729.8472900390625,2444.4443359375,2446.461900736796,1731.8648548383585","2616.52880859375,2612.171630859375,2943.061471342869,2947.418649077244",PM-BB-TOWER-0005-C1-B-I(11).JPG
"1786.4923095703125,2045.75146484375,1950.6558479011053,1691.3966926276678","2876.0006103515625,2867.28564453125,38.31191966672441,47.02688548703691",PM-BB-TOWER-0008-C1-M-I-BHOPAL(21).JPG
"1933.333251953125,2854.901611328125,2854.045081772121,1932.4767223971212","2427.450927734375,2423.529296875,2222.248103925493,2226.169734784868",PM-BB-TOWER-0012-C1-M-I(4).JPG
"1199.9998779296875,3031.37255859375,2968.2827357701467,1136.9100551060844","1494.1175537109375,1694.117431640625,2271.8226739793363,2071.822796049649",PM-BB-TOWER-0006-C1-B-I(8).JPG
"219.60787963867188,325.490234375,263.31044835329635,157.42809361696823","1321.568603515625,1764.7056884765625,1779.5628114401243,1336.4257264791868",PM-BB-TOWER-0018-C2-T-I-BHOPAL(4).JPG
"2793.77734375,2911.58154296875,2956.2221380694364,2838.4179388506864","1321.964111328125,1356.92529296875,1206.505618584117,1171.544436943492",PM-BB-TOWER-0008-C1-B-I-BHOPAL(24).JPG
"2448.8017578125,2501.08935546875,2172.021370822984,2119.733773166734","125.05450439453125,2900.6533203125,2906.852405815792,131.25358989782302",PM-BB-TOWER-0011-C2-M-I(5).JPG
"597.7528076171875,834.8809814453125,822.6273772306479,585.4992034025229","1645.072509765625,1711.954833984375,1755.3994185465463,1688.5170943277963",DJI_20240111150546_0023_V.JPG(1).JPG
"1992.333251953125,2014.1749267578125,1954.0091034437119,1932.1674286390244","972.175537109375,2067.314453125,2068.5144126259956,973.3754966103705",PM-BB-TOWER-0019-C1-T-I(13).JPG
"783.1080322265625,1810.13525390625,1741.4410271133488,714.4138054336613","2154.05419921875,2467.567626953125,2692.600543081751,2379.087115347376",PM-BB-TOWER-0011-C2-T-I(14).JPG
"1941.1524658203125,1556.3480224609375,1561.8817373396166,1946.6861806989916","2368.9951171875,2424.15478515625,2462.7590435213647,2407.5993755526147",PM-BB-TOWER-0014-C1-M-I(17).JPG
"1850.6533203125,1989.64697265625,1992.4021962758288,1853.4085439320788","974.0881958007812,986.1270141601562,954.3167000182534,942.2778816588784",PM-BB-TOWER-0009-C1-T-I(10).JPG
"1207.8431396484375,194.1176300048828,233.5222224510143,1247.247732094569","1519.6077880859375,1686.2744140625,1925.9471159348504,1759.280489958288",PM-BB-TOWER-0016-C1-B-I(9).JPG
"1902.678955078125,2804.09521484375,2837.025398419973,1935.6091386543483","1395.16357421875,1223.594970703125,1396.6091603883092,1568.1777639039342",PM-BB-TOWER-0005-C1-B-I(13).JPG
"1642.70166015625,1647.0587158203125,1346.265010560573,1341.9079548965105","51.0420036315918,277.6214294433594,283.40560385602237,56.82617804425477",PM-BB-TOWER-0012-C1-B-I(5).JPG
"1579.8311767578125,2175.32861328125,2192.160986274093,1596.6635497506554","2735.47265625,2659.219970703125,2790.672848670058,2866.925534216933",PM-BB-TOWER-0010-C2-M-I(15).JPG
"1450.773681640625,2468.1630859375,2501.658900088365,1484.2694957914898","2526.40087890625,2682.2490234375,2463.5856154907083,2307.7374709594583",PM-BB-TOWER-0009-C2-M-I(11).JPG
"493.5414733886719,707.8761596679688,713.5203783433572,499.1856920640603","2800.031982421875,2774.81591796875,2822.7913600259344,2848.0074244790594",PM-BB-TOWER-0007-C1-B-I-SS(5).JPG
"1058.823486328125,3113.725341796875,3092.716960528178,1037.8151050594277","2243.13720703125,2345.097900390625,2768.4979404166534,2666.5372470572784",PM-BB-TOWER-0005-C2-B-I(6).JPG
"1317.47021484375,2096.882080078125,2100.6577939408835,1321.2459287065083","1989.0955810546875,2018.50732421875,1918.4508206668108,1889.0390775027483",PM-BB-TOWER-0019-C1-B-I(9).JPG
"1094.11767578125,2705.882080078125,2703.3590827952366,1091.5946784983616","2721.568359375,2737.254638671875,2996.4924818682016,2980.8062025713266",PM-BB-TOWER-0009-C2-M-I(13).JPG
"1609.375,2042.96875,2213.422691394821,1779.8289413948207","1388.6717529296875,1236.3280029296875,1721.466143822639,1873.809893822639",PM-BB-TOWER-0002-C2-0-TB(9).JPG
"1825.8018798828125,1795.54296875,1722.2467390514414,1752.505650184254","1197.488037109375,2252.771240234375,2250.669563552465,1195.3863604274652",PM-BB-TOWER-0009-C1-M-I(5).JPG
"1461.293701171875,2421.59716796875,2402.866673394796,1442.563206597921","2435.963134765625,2347.707763671875,2143.901936884503,2232.157307978253",PM-BB-TOWER-0012-C1-T-I(5).JPG
"1967.4447021484375,2231.32568359375,2223.207496918504,1959.3265154731914","278.7557373046875,242.2744598388672,183.55296716561125,220.03424463143156",PM-BB-TOWER-0013-C2-T-I(4).JPG
"1376.470458984375,2443.13720703125,2469.177760798527,1402.5110127516516","329.4117431640625,227.45095825195312,499.87523223360506,601.8360171457144",PM-BB-TOWER-0006-C1-B-I(9).JPG
"1849.35302734375,1875.9996337890625,1887.2309043891605,1860.584297943848","1404.5523681640625,1401.208251953125,1490.701328354834,1494.0454445657715",PM-BB-TOWER-AP1-C1-0-TB(8).JPG
"3171.5966796875,3483.86962890625,3487.259427186064,3174.986477967314","2471.157958984375,2463.8955078125,2609.651022175676,2616.913473347551",PM-BB-TOWER-AP1-C1-0-TB(10).JPG
"1525.490234375,2241.17626953125,2648.991114498586,1933.3050793423358","1494.1175537109375,1994.117431640625,1410.3825101821494,910.382632252462",PM-BB-TOWER-0012-C2-0-TB(13).JPG
"1999.999755859375,2576.47021484375,2599.982921525103,2023.512462540728","141.17645263671875,7.843136787414551,109.5010062120666,242.8343220613708",PM-BB-TOWER-0017-C1-M-I(9).JPG
"3155.984130859375,3270.828857421875,3273.2005592174164,3158.3558326549164","2115.361328125,2106.80908203125,2138.6577263769477,2147.2099724706977",PM-BB-TOWER-AP1-C1-0-TB(10).JPG
"1636.4632568359375,1723.25634765625,1722.9141565661494,1636.1210657458369","2207.5791015625,2206.99267578125,2156.3471835286696,2156.9336093099196",DJI_20240112162950_0054_V.JPG
"1842.4910888671875,2024.60546875,1983.3952044340922,1801.2808245512797","352.5115966796875,179.15261840820312,135.86105194000817,309.22003021149254",DJI_20240112162701_0043_V.JPG
"1364.7060546875,2058.82373046875,2028.0842413458386,1333.9665655645886","843.1371459960938,733.333251953125,539.0157103880814,648.8196044310502",PM-BB-TOWER-0016-C1-B-I(8).JPG
"1712.3153076171875,30.39830780029297,80.24126233835607,1762.1582621552507","1454.247802734375,1794.1170654296875,2040.775771468141,1700.9065087728284",PM-BB-TOWER-0011-C2-T-I(7).JPG
"266.66668701171875,964.705810546875,936.3024869676783,238.2633634325221","1960.7841796875,2015.6861572265625,2376.813970566279,2321.9119930272163",PM-BB-TOWER-0004-C2-0-TB(11).JPG
"1166.1326904296875,2103.32177734375,2103.32177734375,1166.1326904296875","2586.643310546875,2586.643310546875,2358.64990234375,2358.64990234375",PM-BB-TOWER-0012-C1-M-I(2).JPG
"2047.930419921875,1956.4271240234375,1771.2522488314023,1862.7555447298398","337.5186462402344,2821.178466796875,2814.356231619009,330.6964110623687",DJI_20240112165629_0023_V.JPG
"413.6058044433594,1228.9183349609375,1249.9270328951086,434.6145023775306","1964.325927734375,1794.1187744140625,1894.7529389685576,2064.9600922888703",PM-BB-TOWER-0008-C2-B-I-BHOPAL(2).JPG
"430.3801574707031,1279.313720703125,1237.7184058752334,388.7848426428116","1850.052490234375,1705.061279296875,1461.5178355095286,1606.5090464470286",PM-BB-TOWER-0009-C2-T-I(3).JPG
"2054.90185546875,2952.94091796875,2965.3424677986736,2067.3034052986736","2719.607666015625,2801.960693359375,2666.724909781869,2584.371882438119",PM-BB-TOWER-0014-C2-T-I(5).JPG
"1922.6185302734375,2055.623291015625,2055.925125366101,1922.9203646239134","2151.64501953125,2150.885009765625,2203.7072330903534,2204.4672428559784",PM-BB-TOWER-0005-C1-M-I(6).JPG
"211.76467895507812,399.9999694824219,389.26302451443337,201.02773398708962","219.6077423095703,235.29396057128906,364.1377597397425,348.4515414780237",PM-BB-TOWER-0005-C1-T-I(16).JPG
"764.7056274414062,952.94091796875,883.6122092420135,695.3769187146697","1870.5882568359375,1909.8038330078125,2242.5825628641965,2203.3669866923215",DJI_20240112111018_0075_V.JPG(1).JPG
"2815.64697265625,2830.08740234375,2896.3439004814436,2881.9034707939436","1460.5858154296875,1518.3477783203125,1501.7837237969397,1444.0217609063147",PM-BB-TOWER-0018-C2-T-I-BHOPAL(2).JPG
"1953.654296875,2026.9815673828125,2026.051866312744,1952.7245958049316","2141.591796875,2142.686279296875,2204.973658695373,2203.879176273498",PM-BB-TOWER-0006-C1-0-TB(6).JPG
"1994.758056640625,2047.29296875,2046.6399144113238,1994.105002301949","2501.1826171875,2501.91552734375,2548.7263840257338,2547.9934738694838",PM-BB-TOWER-0012-C1-B-I(12).JPG
"1906.284423828125,1976.3284912109375,1949.536870254727,1879.4928028719146","1002.0444946289062,1069.899658203125,1097.5555358799797,1029.700372305761",PM-BB-TOWER-0019-C1-M-I(3).JPG
"1886.710205078125,2566.44873046875,2571.726051623824,1891.9875262331987","180.2281036376953,215.08642578125,112.17847498575229,77.3201528421976",PM-BB-TOWER-0012-C2-T-I(1).JPG
"801.8868408203125,822.7930297851562,883.9071551716261,863.0009662067823","1969.40625,2149.70703125,2142.620742189615,1962.3199609396154",PM-BB-TOWER-0018-C1-B-JC(2).JPG
"1851.8519287109375,2596.949951171875,2577.1237342168924,1832.025711755955","647.1823120117188,734.3283081054688,903.8424075271693,816.6964114334193",PM-BB-TOWER-0005-C1-T-I(14).JPG
"1938,2906,2906,1938","1169,1169,1587,1587",DJI_20240111152103_0124_V.JPG(1).JPG
"1849.35302734375,1875.9996337890625,1887.2309043891605,1860.584297943848","1404.5523681640625,1401.208251953125,1490.701328354834,1494.0454445657715",PM-BB-TOWER-AP1-C1-0-TB(8).JPG
"764.4678344726562,1239.4134521484375,1178.168055535467,703.2224378596857","2276.303466796875,2115.08349609375,1934.657754808203,2095.877725511328",PM-BB-TOWER-0011-C2-0-EP(1).JPG
"1521.8135986328125,1535.8634033203125,1518.5037316795183,1504.4539269920183","87.78478240966797,136.45050048828125,141.4622419280829,92.79652384946962",PM-BB-TOWER-0007-C1-B-I-SS(12).JPG
"1450.773681640625,2468.1630859375,2501.658900088365,1484.2694957914898","2526.40087890625,2682.2490234375,2463.5856154907083,2307.7374709594583",PM-BB-TOWER-0009-C2-M-I(11).JPG
"654.2484741210938,1523.5294189453125,1583.220461734042,713.939516909823","1978.431396484375,1788.888916015625,2062.644360940724,2252.186841409474",PM-BB-TOWER-0005-C1-0-EP(3).JPG
"1172.5491943359375,2478.431396484375,2530.6507588347495,1224.768556686312","2654.90185546875,2439.215576171875,2755.3800356043303,2971.0663149012053",DJI_20240112163851_0107_V.JPG
"1709.7109375,2011.5447998046875,2003.1025384100685,1701.268676105381","132.76144409179688,89.64237213134766,30.54647216251555,73.66554412296477",PM-BB-TOWER-0013-C1-B-I(12).JPG
"1109.803955078125,2250.980224609375,2284.967382418136,1143.791112886886","1435.2939453125,1337.2548828125,1732.865948148541,1830.905010648541",PM-BB-TOWER-0018-C1-0-TB(8).JPG
"1935.7718505859375,2127.517333984375,2127.098062004362,1935.3525786059245","922.9713134765625,924.2846069335938,985.4997969222388,984.1865034652076",PM-BB-TOWER-0006-C1-M-I(9).JPG
"1311.546875,1586.056640625,1555.1085183186499,1280.5987526936499","1019.1978149414062,1023.5552368164062,2973.231454671716,2968.874032796716",PM-BB-TOWER-0005-C1-B-I(5).JPG
"1301.7144775390625,1311.8480224609375,1398.7195555414808,1388.5860106196058","1685.13671875,1799.140625,1791.4188143019228,1677.4149080519228",PM-BB-TOWER-0018-C2-M-I-BHOPAL(7).JPG
"700.999755859375,778.4651489257812,775.2781283030599,697.8127352366537","1303.5870361328125,1307.553955078125,1369.7896116804807,1365.8226927351682",PM-BB-TOWER-0004-C2-0-TB(2).JPG
"1921.960205078125,2620.439453125,2632.52514824396,1934.0459001970848","165.42245483398438,228.46205139160156,94.55245012853905,31.512853570921862",PM-BB-TOWER-0012-C1-T-I(3).JPG
"2023.21484375,2025.967041015625,2007.6243762627903,2004.8721789971653","928.6270751953125,974.4392700195312,975.541217480698,929.7290226564793",PM-BB-TOWER-0013-C2-M-I(8).JPG
"1533.333251953125,2329.411376953125,2343.7749583049986,1547.6968333049983","958.8234252929688,927.4510498046875,1291.928802378939,1323.3011778672203",PM-BB-TOWER-0014-C2-0-TB(13).JPG
"1242.2796630859375,2633.35400390625,2678.8348486882164,1287.760507867904","2744.8408203125,2984.391357421875,2720.283261742098,2480.732724632723",PM-BB-TOWER-0010-C1-B-I(2).JPG
"2041,2783,2783,2041","1190,1190,1551,1551",DJI_20240111152529_0160_V.JPG(1).JPG
"637,3072,3072,637","265,265,1179,1179",DJI_20240111152539_0161_V.JPG(1).JPG
"1480.183837890625,2597.389892578125,2589.8385040563703,1472.6324493688703","592.6336822509766,572.5045166015625,153.38843773678667,173.51760338620073",PM-BB-TOWER-0012-C2-M-I(1).JPG
"1526.2513427734375,1757.3966064453125,1715.7265211627441,1484.5812574908691","1916.1781005859375,1688.5350341796875,1646.2238713495408,1873.8669377557908",PM-BB-TOWER-0008-C1-M-JC(2).JPG
"2424.27587890625,2447.583251953125,2537.7783414080195,2514.4709683611445","1383.389404296875,1472.5657958984375,1448.9921733379497,1359.8157817363872",PM-BB-TOWER-0008-C2-B-I-BHOPAL(8).JPG
"3168.69873046875,3334.703125,3344.967812889457,3178.963418358207","2883.265380859375,2853.846923828125,2911.769176389892,2941.187633421142",PM-BB-TOWER-0007-C1-0-TB(1).JPG
"2002.7537841796875,2042.4605712890625,2041.9238061544456,2002.2170190450706","1016.1314697265625,1015.67333984375,969.1511204304958,969.6092503133083",PM-BB-TOWER-0013-C2-M-I(8).JPG
"1433.2244873046875,2114.052490234375,2121.7591367668156,1440.931133837128","965.5773315429688,927.450927734375,1065.0694871533967,1103.1958909619905",PM-BB-TOWER-0006-C1-0-EP(1).JPG
"1117.7109375,1201.7637939453125,1225.4945977928965,1141.441741347584","1397.43408203125,1367.2276611328125,1433.2613648886927,1463.4677857871302",PM-BB-TOWER-0010-C1-0-EP(3).JPG
"3671.318359375,3979.978271484375,3953.0667485974836,3644.4068364881086","1670.3155517578125,1743.1629638671875,1857.1890911992834,1784.3416790899084",PM-BB-TOWER-0007-C1-0-EP(3).JPG
"392.3409423828125,3402.14453125,3377.667885456338,367.86429658915034","1992.66552734375,1500.508544921875,1350.8207441094794,1842.9777265313544",PM-BB-TOWER-0018-C2-M-I-BHOPAL(6).JPG
"981.3182983398438,1002.33154296875,963.8507509528667,942.8375063239605","1305.642578125,1460.614990234375,1465.8327337355418,1310.8603216261668",DJI_20240112162306_0016_V.JPG
"981.3182983398438,1002.33154296875,963.8507509528667,942.8375063239605","1305.642578125,1460.614990234375,1465.8327337355418,1310.8603216261668",DJI_20240112162306_0016_V.JPG
"1702.28759765625,2020.9150390625,2037.4453039086106,1718.8178625023606","334.7494201660156,411.0020751953125,341.9291230251844,265.67646799588755",PM-BB-TOWER-0017-C1-B-I(2).JPG
"3653.378173828125,3720.94580078125,3978.4474314944127,3910.8798045412877","1354.053955078125,1820.270263671875,1782.9511613514771,1316.7348527577271",DJI_20240112165532_0021_V.JPG
"1886.710205078125,2566.44873046875,2571.726051623824,1891.9875262331987","180.2281036376953,215.08642578125,112.17847498575229,77.3201528421976",PM-BB-TOWER-0012-C2-T-I(1).JPG
"2109.803955078125,3056.8623046875,3015.882160365973,2068.823810756598","2741.17626953125,2574.509765625,2341.6460111315932,2508.3125150378432",PM-BB-TOWER-0014-C1-T-I(1).JPG
"1533.333251953125,2329.411376953125,2343.7749583049986,1547.6968333049983","958.8234252929688,927.4510498046875,1291.928802378939,1323.3011778672203",PM-BB-TOWER-0014-C2-0-TB(13).JPG
"1495.8988037109375,2095.02734375,2081.1683905205177,1482.0398504814552","74.65506744384766,85.5483169555664,847.7905116208743,836.8972621091556",PM-BB-TOWER-0004-C1-M-I(14).JPG
"1901.9608154296875,2525.490234375,2536.1832209817962,1912.6538020364837","270.58819580078125,329.4117431640625,216.06611841706527,157.24257105378402",PM-BB-TOWER-0017-C1-T-I(8).JPG
"1843.1373291015625,2011.7645263671875,1773.9679176431134,1605.3407203774884","23.529409408569336,2721.568359375,2736.43062652237,38.39167655593947",PM-BB-TOWER-0017-C1-B-I(9).JPG
"972.5490112304688,1823.5291748046875,1854.2504396209513,1003.2702760467326","2305.882080078125,2431.37255859375,2223.044506395782,2097.554027880157",PM-BB-TOWER-0009-C1-M-I(7).JPG
"1349.2841796875,1599.9351806640625,1596.936400193479,1346.2853992169164","1582.682373046875,1585.9375,1816.8493315459718,1813.5942045928468",PM-BB-TOWER-AP1-C1-T-I(7).JPG
"2025.9996337890625,2627.8515625,2647.4822274324747,2045.6302987215372","241.78663635253906,331.6559143066406,200.18992481107392,110.32064685697236",PM-BB-TOWER-0014-C2-M-I(3).JPG
"574.9899291992188,807.5579833984375,583.9596915969873,351.3916373977686","762.4037475585938,207.88851928710938,114.10963460502288,668.6248628765072",PM-BB-TOWER-0008-C1-M-I-BHOPAL(8).JPG
"1277.7027587890625,2631.7568359375,2636.041861057859,1281.9877839094215","1278.37841796875,1267.567626953125,1804.2680151596546,1815.0788061752796",PM-BB-TOWER-0010-C1-B-I(3).JPG
"1836.2547607421875,1968.499267578125,1971.552836352057,1839.3083295161196","982.2251586914062,994.9935913085938,963.3673370372052,950.5989044200177",PM-BB-TOWER-0019-C1-M-I(1).JPG
"710.5286254882812,1200.346435546875,1163.5899188566193,673.7721087980254","1999.6064453125,1922.0677490234375,1689.8740525562603,1767.4127488453228",PM-BB-TOWER-0013-C2-0-EP(2).JPG
"795.357666015625,1287.06689453125,1289.0801055845175,797.3708770688926","750.7178955078125,758.2826538085938,627.4239515895059,619.8591932887247",PM-BB-TOWER-0009-C1-B-I(4).JPG
"3039.453369140625,2143.790771484375,2155.9692146740804,3051.6318123303304","2781.539306640625,2727.61376953125,2525.3389912462108,2579.2645283555858",PM-BB-TOWER-0012-C1-T-I(13).JPG
"1917.6468505859375,1933.333251953125,1828.4356632178105,1812.749261850623","886.2745361328125,1215.686279296875,1220.6814432929953,891.2697001289326",PM-BB-TOWER-0010-C2-T-I(6).JPG
"411.7646789550781,1101.960693359375,1101.960693359375,411.7646789550781","2560.7841796875,2560.7841796875,2811.764404296875,2811.764404296875",PM-BB-TOWER-0004-C2-0-TB(6).JPG
"956.86279296875,1968.6273193359375,1986.1689987121986,974.404472345011","2486.2744140625,2568.627197265625,2353.114761188853,2270.761977985728",PM-BB-TOWER-0009-C1-T-I(6).JPG
"102.32722473144531,165.6627655029297,166.6468696575028,103.31132888601843","1285.22607421875,1286.4927978515625,1237.2880880073446,1236.0213643745321",DJI_20240112162502_0029_V.JPG
"1847.4945068359375,2187.36376953125,2175.687867952332,1835.8186052570193","182.78860473632812,121.78648376464844,56.734974116774865,117.73709508845455",PM-BB-TOWER-0017-C1-T-I(15).JPG
"2215.68603515625,2498.038818359375,2488.6270459826205,2206.2742627794955","1121.5687255859375,1098.039306640625,985.0981357758706,1008.6275547211831",DJI_20240112164523_0150_V.JPG
"1833.283447265625,1965.0213623046875,1971.4768257003602,1839.7389106612977","1007.2783813476562,1030.0792236328125,992.7810713224244,969.9802290372681",PM-BB-TOWER-0009-C1-M-I(11).JPG
"1919.8411865234375,2913.849853515625,2948.3965410123888,1954.3878740202013","2533.27099609375,2655.820068359375,2375.6081813756646,2253.0591091100396",PM-BB-TOWER-0014-C1-T-I(2).JPG
"3231.424072265625,3273.2255859375,3272.447799777227,3230.646286105352","1508.2373046875,1511.2774658203125,1521.9718459508736,1518.931684818061",PM-BB-TOWER-AP1-C1-B-I(2).JPG
"1886.2744140625,2588.235107421875,2588.2351134865444,1886.2744201271692","358.8234558105469,358.823486328125,219.32488690299738,219.32485638541925",PM-BB-TOWER-0012-C2-B-I(9).JPG
"1639.61328125,1960.3272705078125,1955.4596924110006,1634.745703153188","341.8942565917969,321.40643310546875,245.2099356837542,265.69775917008235",PM-BB-TOWER-0009-C1-B-I(1).JPG
"1847.4945068359375,2187.36376953125,2175.687867952332,1835.8186052570193","182.78860473632812,121.78648376464844,56.734974116774865,117.73709508845455",PM-BB-TOWER-0017-C1-T-I(15).JPG
"945.3125610351562,1134.1146240234375,1141.0157208211394,952.2136578328583","465.2778015136719,460.9374694824219,761.1313954094944,765.4717274407444",PM-BB-TOWER-0002-C2-0-TB(9).JPG
"1337.690673828125,1934.640380859375,1887.3001779405058,1290.3504709092558","2959.476806640625,2815.68603515625,2619.152419184312,2762.943190668687",PM-BB-TOWER-0012-C1-T-I(10).JPG
"654.9019775390625,3180.391845703125,3164.206270136734,638.7164019726715","2262.744873046875,2337.254638671875,2885.860673873375,2811.350908248375",PM-BB-TOWER-0006-C1-M-I(8).JPG
